order_number,line_item,order_date,delivery_date,customerkey,storekey,productkey,quantity,currency_code,shipping_days,gender,name,city,state_code,state,country,continent,birthday,age,country_store,state_store,open_date,product_name,brand,color,subcategorykey,subcategory,categorykey,category,cost_usd,price_usd,date,currency,exchange
370010,2,"2016-01-05 00:00:00","2016-01-05 00:00:00",1393738,48,2113,10,USD,0,MALE,"JOSE CLINE",BOISE,ID,IDAHO,"UNITED STATES","NORTH AMERICA","1982-08-02 00:00:00",42,"UNITED STATES",IDAHO,"2012-12-15 00:00:00","CONTOSO WATER HEATER 2.6GPM E0900 RED",CONTOSO,RED,804,"WATER HEATERS",8,"HOME APPLIANCES",258.99,508,"2016-01-05 00:00:00",USD,1
370010,3,"2016-01-05 00:00:00","2016-01-05 00:00:00",1393738,48,2088,2,USD,0,MALE,"JOSE CLINE",BOISE,ID,IDAHO,"UNITED STATES","NORTH AMERICA","1982-08-02 00:00:00",42,"UNITED STATES",IDAHO,"2012-12-15 00:00:00","CONTOSO WATER HEATER 2.6GPM E0900 WHITE",CONTOSO,WHITE,804,"WATER HEATERS",8,"HOME APPLIANCES",258.99,508,"2016-01-05 00:00:00",USD,1
370011,1,"2016-01-05 00:00:00","2016-01-05 00:00:00",1522590,47,32,2,USD,0,FEMALE,"MARY RYAN",BALTIMORE,MD,MARYLAND,"UNITED STATES","NORTH AMERICA","1948-03-13 00:00:00",76,"UNITED STATES",HAWAII,"2015-04-04 00:00:00","CONTOSO 32GB VIDEO MP3 PLAYER M3200 PINK",CONTOSO,PINK,101,MP4&MP3,1,AUDIO,84.49,255,"2016-01-05 00:00:00",USD,1
370012,1,"2016-01-05 00:00:00","2016-01-05 00:00:00",1780669,53,1585,3,USD,0,MALE,"HERBERT PETERSEN","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1969-12-06 00:00:00",54,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","SV DVD 60 DVD STORAGE BINDER L20 BLACK","SOUTHRIDGE VIDEO",BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",7.58,22.89,"2016-01-05 00:00:00",USD,1
370012,2,"2016-01-05 00:00:00","2016-01-05 00:00:00",1780669,53,1689,2,USD,0,MALE,"HERBERT PETERSEN","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","1969-12-06 00:00:00",54,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","SV HAND GAMES FOR 12-16 BOYS E60 YELLOW","SOUTHRIDGE VIDEO",YELLOW,701,"BOXED GAMES",7,"GAMES AND TOYS",2.54,4.98,"2016-01-05 00:00:00",USD,1
370013,1,"2016-01-05 00:00:00","2016-01-05 00:00:00",5097,6,5,2,AUD,0,FEMALE,"BELLA FOLEY","MOUNT PLEASANT",QLD,QUEENSLAND,AUSTRALIA,AUSTRALIA,"1942-11-13 00:00:00",81,AUSTRALIA,"WESTERN AUSTRALIA","2010-01-01 00:00:00","CONTOSO 2G MP3 PLAYER E200 RED",CONTOSO,RED,101,MP4&MP3,1,AUDIO,11,21.57,"2016-01-05 00:00:00",AUD,1.3942
370014,1,"2016-01-05 00:00:00","2016-01-05 00:00:00",1475886,51,1622,2,USD,0,MALE,"MICHAEL TAPIA",BENSENVILLE,IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1954-03-06 00:00:00",70,"UNITED STATES",MAINE,"2010-01-01 00:00:00","CONTOSO DVD RECORDER L200 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-01-05 00:00:00",USD,1
370014,2,"2016-01-05 00:00:00","2016-01-05 00:00:00",1475886,51,2110,1,USD,0,MALE,"MICHAEL TAPIA",BENSENVILLE,IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1954-03-06 00:00:00",70,"UNITED STATES",MAINE,"2010-01-01 00:00:00","CONTOSO WATER HEATER 7.2GPM X1800 RED",CONTOSO,RED,804,"WATER HEATERS",8,"HOME APPLIANCES",488.7,1475,"2016-01-05 00:00:00",USD,1
370014,3,"2016-01-05 00:00:00","2016-01-05 00:00:00",1475886,51,1694,2,USD,0,MALE,"MICHAEL TAPIA",BENSENVILLE,IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1954-03-06 00:00:00",70,"UNITED STATES",MAINE,"2010-01-01 00:00:00","SV HAND GAMES WOMEN M40 BLACK","SOUTHRIDGE VIDEO",BLACK,701,"BOXED GAMES",7,"GAMES AND TOYS",4.08,8.88,"2016-01-05 00:00:00",USD,1
371000,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",728834,30,81,2,EUR,0,FEMALE,"GABRIELLA  MARCELO","SAN MINIATO",PI,PISA,ITALY,EUROPE,"1998-01-31 00:00:00",26,ITALY,PESARO,"2008-01-12 00:00:00","NT WIRELESS BLUETOOTH STEREO HEADPHONES E302 BLACK","NORTHWIND TRADERS",BLACK,106,"BLUETOOTH HEADPHONES",1,AUDIO,18.65,40.55,"2016-01-06 00:00:00",EUR,0.9309
371001,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",76021,2,77,3,AUD,0,MALE,"JETT MONCRIEFF",MAYFIELD,NSW,"NEW SOUTH WALES",AUSTRALIA,AUSTRALIA,"1960-07-26 00:00:00",64,AUSTRALIA,"NORTHERN TERRITORY","2008-01-12 00:00:00","NT BLUETOOTH ACTIVE HEADPHONES E202 SILVER","NORTHWIND TRADERS",SILVER,106,"BLUETOOTH HEADPHONES",1,AUDIO,17.45,37.95,"2016-01-06 00:00:00",AUD,1.4138
371001,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",76021,2,945,2,AUD,0,MALE,"JETT MONCRIEFF",MAYFIELD,NSW,"NEW SOUTH WALES",AUSTRALIA,AUSTRALIA,"1960-07-26 00:00:00",64,AUSTRALIA,"NORTHERN TERRITORY","2008-01-12 00:00:00","A. DATUM RANGEFINDER DIGITAL CAMERA X200 BLACK","A. DATUM",BLACK,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",66.26,200,"2016-01-06 00:00:00",AUD,1.4138
371001,3,"2016-01-06 00:00:00","2016-01-06 00:00:00",76021,2,1033,1,AUD,0,MALE,"JETT MONCRIEFF",MAYFIELD,NSW,"NEW SOUTH WALES",AUSTRALIA,AUSTRALIA,"1960-07-26 00:00:00",64,AUSTRALIA,"NORTHERN TERRITORY","2008-01-12 00:00:00","A. DATUM INTERCHANGEABLE LENS NON-SLR DIGITAL CAMERA X250 AZURE","A. DATUM",AZURE,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",88.79,268,"2016-01-06 00:00:00",AUD,1.4138
371001,4,"2016-01-06 00:00:00","2016-01-06 00:00:00",76021,2,1581,5,AUD,0,MALE,"JETT MONCRIEFF",MAYFIELD,NSW,"NEW SOUTH WALES",AUSTRALIA,AUSTRALIA,"1960-07-26 00:00:00",64,AUSTRALIA,"NORTHERN TERRITORY","2008-01-12 00:00:00","SV DVD RECORDER L240 GOLD","SOUTHRIDGE VIDEO",GOLD,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-01-06 00:00:00",AUD,1.4138
371002,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",1955971,53,80,4,USD,0,MALE,"DESIMIR STANIC","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","2001-10-25 00:00:00",22,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","NT WIRELESS BLUETOOTH STEREO HEADPHONES E302 YELLOW","NORTHWIND TRADERS",YELLOW,106,"BLUETOOTH HEADPHONES",1,AUDIO,18.65,40.55,"2016-01-06 00:00:00",USD,1
371002,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",1955971,53,2171,3,USD,0,MALE,"DESIMIR STANIC","NEW YORK",NY,"NEW YORK","UNITED STATES","NORTH AMERICA","2001-10-25 00:00:00",22,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","FABRIKAM COFFEE MAKER AUTO 10C M100 SILVER",FABRIKAM,SILVER,805,"COFFEE MACHINES",8,"HOME APPLIANCES",343.05,745.99,"2016-01-06 00:00:00",USD,1
371003,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",778259,28,1074,6,EUR,0,FEMALE,"GINA RUSSO",BORSANO,VA,VARESE,ITALY,EUROPE,"1960-05-26 00:00:00",64,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","A. DATUM SLR CAMERA M142 ORANGE","A. DATUM",ORANGE,402,"DIGITAL SLR CAMERAS",4,"CAMERAS AND CAMCORDERS",143.48,312,"2016-01-06 00:00:00",EUR,0.9309
371003,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",778259,28,127,2,EUR,0,FEMALE,"GINA RUSSO",BORSANO,VA,VARESE,ITALY,EUROPE,"1960-05-26 00:00:00",64,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","ADVENTURE WORKS 19" COLOR DIGITAL TV E35 WHITE","ADVENTURE WORKS",WHITE,201,TELEVISIONS,2,"TV AND VIDEO",73.11,143.4,"2016-01-06 00:00:00",EUR,0.9309
371003,3,"2016-01-06 00:00:00","2016-01-06 00:00:00",778259,28,333,5,EUR,0,FEMALE,"GINA RUSSO",BORSANO,VA,VARESE,ITALY,EUROPE,"1960-05-26 00:00:00",64,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","SV CAR VIDEO TFT7 M7002 BROWN","SOUTHRIDGE VIDEO",BROWN,205,"CAR VIDEO",2,"TV AND VIDEO",162.64,319,"2016-01-06 00:00:00",EUR,0.9309
371003,4,"2016-01-06 00:00:00","2016-01-06 00:00:00",778259,28,1627,4,EUR,0,FEMALE,"GINA RUSSO",BORSANO,VA,VARESE,ITALY,EUROPE,"1960-05-26 00:00:00",64,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","CONTOSO DVD 48 DVD STORAGE BINDER M50 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",8.27,17.99,"2016-01-06 00:00:00",EUR,0.9309
371003,5,"2016-01-06 00:00:00","2016-01-06 00:00:00",778259,28,64,1,EUR,0,FEMALE,"GINA RUSSO",BORSANO,VA,VARESE,ITALY,EUROPE,"1960-05-26 00:00:00",64,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","WWI 2GB SPY VIDEO RECORDER PEN M300 SILVER","WIDE WORLD IMPORTERS",SILVER,104,"RECORDING PEN",1,AUDIO,83.24,181,"2016-01-06 00:00:00",EUR,0.9309
371003,6,"2016-01-06 00:00:00","2016-01-06 00:00:00",778259,28,1997,3,EUR,0,FEMALE,"GINA RUSSO",BORSANO,VA,VARESE,ITALY,EUROPE,"1960-05-26 00:00:00",64,ITALY,CALTANISSETTA,"2012-12-15 00:00:00","FABRIKAM MICROWAVE 1.6CUFT M1250 GREY",FABRIKAM,GREY,803,MICROWAVES,8,"HOME APPLIANCES",82.77,179.99,"2016-01-06 00:00:00",EUR,0.9309
371004,1,"2016-01-06 00:00:00","2016-01-14 00:00:00",1378439,0,1305,8,USD,8,FEMALE,"MARIA REID",JACKSON,MS,MISSISSIPPI,"UNITED STATES","NORTH AMERICA","1992-07-27 00:00:00",32,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO LENS ADAPTER M450 SILVER",CONTOSO,SILVER,406,"CAMERAS & CAMCORDERS ACCESSORIES",4,"CAMERAS AND CAMCORDERS",31.27,68,"2016-01-06 00:00:00",USD,1
371005,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",1923558,48,58,1,USD,0,FEMALE,"SABINA BILIC","BATON ROUGE",LA,LOUISIANA,"UNITED STATES","NORTH AMERICA","1995-01-21 00:00:00",29,"UNITED STATES",IDAHO,"2012-12-15 00:00:00","WWI 1GB DIGITAL VOICE RECORDER PEN E100 RED","WIDE WORLD IMPORTERS",RED,104,"RECORDING PEN",1,AUDIO,79.53,156,"2016-01-06 00:00:00",USD,1
371005,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",1923558,48,32,7,USD,0,FEMALE,"SABINA BILIC","BATON ROUGE",LA,LOUISIANA,"UNITED STATES","NORTH AMERICA","1995-01-21 00:00:00",29,"UNITED STATES",IDAHO,"2012-12-15 00:00:00","CONTOSO 32GB VIDEO MP3 PLAYER M3200 PINK",CONTOSO,PINK,101,MP4&MP3,1,AUDIO,84.49,255,"2016-01-06 00:00:00",USD,1
371006,1,"2016-01-06 00:00:00","2016-01-15 00:00:00",1501383,0,1279,1,USD,9,MALE,"WILLIAM ROMRIELL",DALLAS,TX,TEXAS,"UNITED STATES","NORTH AMERICA","1995-10-11 00:00:00",28,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO GENERAL SOFT CARRYING CASE E318 BLACK",CONTOSO,BLACK,406,"CAMERAS & CAMCORDERS ACCESSORIES",4,"CAMERAS AND CAMCORDERS",7.64,14.99,"2016-01-06 00:00:00",USD,1
371007,1,"2016-01-06 00:00:00","2016-01-18 00:00:00",1378439,0,1639,1,USD,12,FEMALE,"MARIA REID",JACKSON,MS,MISSISSIPPI,"UNITED STATES","NORTH AMERICA","1992-07-27 00:00:00",32,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO DVD 38 DVD STORAGE BINDER E25 RED",CONTOSO,RED,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",5.09,9.99,"2016-01-06 00:00:00",USD,1
371008,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",2053617,50,961,1,USD,0,FEMALE,"SANNA LUNDEBY","FORT MYERS",FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1968-11-15 00:00:00",55,"UNITED STATES",KANSAS,"2008-03-06 00:00:00","A. DATUM ULTRA COMPACT DIGITAL CAMERA M190 GREY","A. DATUM",GREY,401,"DIGITAL CAMERAS",4,"CAMERAS AND CAMCORDERS",75.88,165,"2016-01-06 00:00:00",USD,1
371008,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",2053617,50,1626,7,USD,0,FEMALE,"SANNA LUNDEBY","FORT MYERS",FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1968-11-15 00:00:00",55,"UNITED STATES",KANSAS,"2008-03-06 00:00:00","CONTOSO DVD RECORDER L240 GOLD",CONTOSO,GOLD,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",72.56,219,"2016-01-06 00:00:00",USD,1
371010,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",1716584,53,2491,5,USD,0,MALE,"BILL SMITH","HICKORY HILLS",IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1976-09-08 00:00:00",48,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","CIGARETTE LIGHTER ADAPTER FOR CONTOSO PHONES E110 BLACK",CONTOSO,BLACK,505,"CELL PHONES ACCESSORIES",5,"CELL PHONES",12.74,24.99,"2016-01-06 00:00:00",USD,1
371010,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",1716584,53,1631,7,USD,0,MALE,"BILL SMITH","HICKORY HILLS",IL,ILLINOIS,"UNITED STATES","NORTH AMERICA","1976-09-08 00:00:00",48,"UNITED STATES",MONTANA,"2012-06-06 00:00:00","CONTOSO DVD 55DVD STORAGE BINDER M56 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",5.82,12.66,"2016-01-06 00:00:00",USD,1
371011,1,"2016-01-06 00:00:00","2016-01-14 00:00:00",776266,0,458,5,EUR,8,MALE,"GIORGIO FERRARI","GORGONA ISOLA",LI,LIVORNO,ITALY,EUROPE,"1973-11-04 00:00:00",50,ONLINE,ONLINE,"2010-01-01 00:00:00","WWI DESKTOP PC1.80 E1800 WHITE","WIDE WORLD IMPORTERS",WHITE,303,DESKTOPS,3,COMPUTERS,117.21,229.9,"2016-01-06 00:00:00",EUR,0.9309
371011,2,"2016-01-06 00:00:00","2016-01-14 00:00:00",776266,0,1573,3,EUR,8,MALE,"GIORGIO FERRARI","GORGONA ISOLA",LI,LIVORNO,ITALY,EUROPE,"1973-11-04 00:00:00",50,ONLINE,ONLINE,"2010-01-01 00:00:00","SV DVD PLAYER M120 WHITE","SOUTHRIDGE VIDEO",WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",27.13,58.99,"2016-01-06 00:00:00",EUR,0.9309
371011,3,"2016-01-06 00:00:00","2016-01-14 00:00:00",776266,0,32,5,EUR,8,MALE,"GIORGIO FERRARI","GORGONA ISOLA",LI,LIVORNO,ITALY,EUROPE,"1973-11-04 00:00:00",50,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO 32GB VIDEO MP3 PLAYER M3200 PINK",CONTOSO,PINK,101,MP4&MP3,1,AUDIO,84.49,255,"2016-01-06 00:00:00",EUR,0.9309
371012,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",363872,8,147,1,CAD,0,FEMALE,"SYLVIA CRABTREE",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1988-10-22 00:00:00",35,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","ADVENTURE WORKS 52" LCD HDTV X590 WHITE","ADVENTURE WORKS",WHITE,201,TELEVISIONS,2,"TV AND VIDEO",960.82,2899.99,"2016-01-06 00:00:00",CAD,1.4091
371012,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",363872,8,1576,1,CAD,0,FEMALE,"SYLVIA CRABTREE",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1988-10-22 00:00:00",35,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","SV DVD MOVIES E100 YELLOW","SOUTHRIDGE VIDEO",YELLOW,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",6.62,12.99,"2016-01-06 00:00:00",CAD,1.4091
371012,3,"2016-01-06 00:00:00","2016-01-06 00:00:00",363872,8,1642,3,CAD,0,FEMALE,"SYLVIA CRABTREE",MONTREAL,QC,QUEBEC,CANADA,"NORTH AMERICA","1988-10-22 00:00:00",35,CANADA,"NEWFOUNDLAND AND LABRADOR","2014-07-02 00:00:00","CONTOSO DVD EXTERNAL DVD BURNER M200 BLACK",CONTOSO,BLACK,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",26.62,57.88,"2016-01-06 00:00:00",CAD,1.4091
371014,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",1161615,40,89,4,GBP,0,MALE,"DOMINIC SYKES","LOWER END",DAVENTRY,DAVENTRY,"UNITED KINGDOM",EUROPE,"1980-04-19 00:00:00",44,"UNITED KINGDOM","DUNGANNON AND SOUTH TYRONE","2012-06-06 00:00:00","NT WIRELESS TRANSMITTER AND BLUETOOTH HEADPHONES M150 BLUE","NORTHWIND TRADERS",BLUE,106,"BLUETOOTH HEADPHONES",1,AUDIO,49.69,149.99,"2016-01-06 00:00:00",GBP,0.6837
371014,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",1161615,40,337,3,GBP,0,MALE,"DOMINIC SYKES","LOWER END",DAVENTRY,DAVENTRY,"UNITED KINGDOM",EUROPE,"1980-04-19 00:00:00",44,"UNITED KINGDOM","DUNGANNON AND SOUTH TYRONE","2012-06-06 00:00:00","SV CAR VIDEO LCD7 M7001 BROWN","SOUTHRIDGE VIDEO",BROWN,205,"CAR VIDEO",2,"TV AND VIDEO",151.3,329,"2016-01-06 00:00:00",GBP,0.6837
371015,1,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1679,5,USD,8,MALE,"JAMES ANDERSON",TALLAHASSEE,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1961-09-09 00:00:00",63,ONLINE,ONLINE,"2010-01-01 00:00:00","MGS HAND GAMES FOR KIDS E300 SILVER","TAILSPIN TOYS",SILVER,701,"BOXED GAMES",7,"GAMES AND TOYS",2.8,5.5,"2016-01-06 00:00:00",USD,1
371015,2,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1659,1,USD,8,MALE,"JAMES ANDERSON",TALLAHASSEE,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1961-09-09 00:00:00",63,ONLINE,ONLINE,"2010-01-01 00:00:00","CONTOSO DVD 14-INCH PLAYER PORTABLE L100 WHITE",CONTOSO,WHITE,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",86.14,259.99,"2016-01-06 00:00:00",USD,1
371015,3,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1228,1,USD,8,MALE,"JAMES ANDERSON",TALLAHASSEE,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1961-09-09 00:00:00",63,ONLINE,ONLINE,"2010-01-01 00:00:00","FABRIKAM INDEPENDENT FILMMAKER 1" 25MM X400 BLUE",FABRIKAM,BLUE,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",536.74,1620,"2016-01-06 00:00:00",USD,1
371015,4,"2016-01-06 00:00:00","2016-01-14 00:00:00",1669745,0,1458,4,USD,8,MALE,"JAMES ANDERSON",TALLAHASSEE,FL,FLORIDA,"UNITED STATES","NORTH AMERICA","1961-09-09 00:00:00",63,ONLINE,ONLINE,"2010-01-01 00:00:00","THE PHONE COMPANY TOUCH SCREEN PHONES - LCD M12 GOLD","THE PHONE COMPANY",GOLD,503,"TOUCH SCREEN PHONES",5,"CELL PHONES",91.97,200,"2016-01-06 00:00:00",USD,1
371016,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",879778,32,1704,2,EUR,0,MALE,"FLORIS-JAN LOGTENBERG",ROZENBURG,ZH,ZUID-HOLLAND,NETHERLANDS,EUROPE,"1971-01-21 00:00:00",53,NETHERLANDS,FLEVOLAND,"2010-01-01 00:00:00","SV HAND GAMES FOR STUDENTS E40 SILVER","SOUTHRIDGE VIDEO",SILVER,701,"BOXED GAMES",7,"GAMES AND TOYS",3.56,6.99,"2016-01-06 00:00:00",EUR,0.9309
371017,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",1918687,61,2084,5,USD,0,MALE,"IONE GARRIDO",GREENSBORO,NC,"NORTH CAROLINA","UNITED STATES","NORTH AMERICA","1982-09-16 00:00:00",41,"UNITED STATES","SOUTH CAROLINA","2012-12-15 00:00:00","CONTOSO MICROWAVE 0.8CUFT E0080 BLACK",CONTOSO,BLACK,803,MICROWAVES,8,"HOME APPLIANCES",48.43,94.99,"2016-01-06 00:00:00",USD,1
371017,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",1918687,61,2365,1,USD,0,MALE,"IONE GARRIDO",GREENSBORO,NC,"NORTH CAROLINA","UNITED STATES","NORTH AMERICA","1982-09-16 00:00:00",41,"UNITED STATES","SOUTH CAROLINA","2012-12-15 00:00:00","CONTOSO AIR CONDITIONER 8000BTU M0320 SILVER",CONTOSO,SILVER,807,"AIR CONDITIONERS",8,"HOME APPLIANCES",183.94,399.99,"2016-01-06 00:00:00",USD,1
371018,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,534,1,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","WWI LCD19 E107 WHITE","WIDE WORLD IMPORTERS",WHITE,304,MONITORS,3,COMPUTERS,70.87,139,"2016-01-06 00:00:00",GBP,0.6837
371018,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,1667,7,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","MGS HAND GAMES FOR KIDS E300 BLACK","TAILSPIN TOYS",BLACK,701,"BOXED GAMES",7,"GAMES AND TOYS",2.8,5.5,"2016-01-06 00:00:00",GBP,0.6837
371018,3,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,1212,7,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","FABRIKAM SOCIAL VIDEOGRAPHER 1'' 25MM E400 GREY",FABRIKAM,GREY,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",91.77,180,"2016-01-06 00:00:00",GBP,0.6837
371018,4,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,2496,1,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","HEADPHONE ADAPTER FOR CONTOSO PHONE E130 SILVER",CONTOSO,SILVER,505,"CELL PHONES ACCESSORIES",5,"CELL PHONES",5.09,9.99,"2016-01-06 00:00:00",GBP,0.6837
371018,5,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,1200,2,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","FABRIKAM TRENDSETTER 1'' 25MM X400 GREY",FABRIKAM,GREY,405,CAMCORDERS,4,"CAMERAS AND CAMCORDERS",331.32,1000,"2016-01-06 00:00:00",GBP,0.6837
371018,6,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,1333,2,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","CONTOSO 4-LINE CORDED CORDLESS TELEPHONE M203 BLACK",CONTOSO,BLACK,501,"HOME & OFFICE PHONES",5,"CELL PHONES",15.17,32.99,"2016-01-06 00:00:00",GBP,0.6837
371018,7,"2016-01-06 00:00:00","2016-01-06 00:00:00",1041466,36,2124,1,GBP,0,MALE,"HARVEY LEE","ASHBY DE LA ZOUCH",LEICESTER,LEICESTER,"UNITED KINGDOM",EUROPE,"1968-05-19 00:00:00",56,"UNITED KINGDOM",ARMAGH,"2014-07-02 00:00:00","CONTOSO COFFEE MAKER 12C M1000 SILVER",CONTOSO,SILVER,805,"COFFEE MACHINES",8,"HOME APPLIANCES",204.64,445,"2016-01-06 00:00:00",GBP,0.6837
371019,1,"2016-01-06 00:00:00","2016-01-06 00:00:00",916074,41,2506,2,GBP,0,FEMALE,"HOLLIE LEE",SPRINGSIDE,"NORTH AYRSHIRE","NORTH AYRSHIRE","UNITED KINGDOM",EUROPE,"1939-08-14 00:00:00",85,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","CONTOSO RUBBERIZED SNAP-ON COVER HARD CASE CELL PHONE PROTECTOR E160 PINK",CONTOSO,PINK,505,"CELL PHONES ACCESSORIES",5,"CELL PHONES",2.42,4.74,"2016-01-06 00:00:00",GBP,0.6837
371019,2,"2016-01-06 00:00:00","2016-01-06 00:00:00",916074,41,1590,1,GBP,0,FEMALE,"HOLLIE LEE",SPRINGSIDE,"NORTH AYRSHIRE","NORTH AYRSHIRE","UNITED KINGDOM",EUROPE,"1939-08-14 00:00:00",85,"UNITED KINGDOM",FERMANAGH,"2013-06-07 00:00:00","SV DVD 60 DVD STORAGE BINDER L20 SILVER","SOUTHRIDGE VIDEO",SILVER,602,"MOVIE DVD",6,"MUSIC, MOVIES AND AUDIO BOOKS",7.58,22.89,"2016-01-06 00:00:00",GBP,0.6837
